Transaction ID,Quantity,Price Per Unit,Total Spent,Transaction Date,Month,Day,Weekday,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Takeaway
TXN_1058957,2.0,3.0,6.0,2023-03-21,3,21,1,0,0,1,0,0,0,0,0,0,0
TXN_1059293,5.0,4.0,20.0,2023-12-04,12,4,0,0,0,0,0,0,1,0,0,1,0
TXN_1062822,2.0,3.0,6.0,2023-06-28,6,28,2,0,0,1,0,0,0,0,1,0,1
TXN_1063342,5.0,4.0,20.0,2023-01-13,1,13,4,0,0,0,0,1,0,0,0,1,0
TXN_1063366,3.0,3.0,9.0,2023-03-20,3,20,0,0,0,1,0,0,0,0,0,1,1
TXN_1063524,5.0,4.0,20.0,2023-11-09,11,9,3,0,0,0,0,0,1,0,1,0,1
TXN_1064565,4.0,3.0,12.0,2023-03-14,3,14,1,0,0,1,0,0,0,0,0,1,0
TXN_1065721,4.0,4.0,16.0,2023-12-06,12,6,2,0,0,0,0,1,0,0,0,0,1
TXN_1066604,5.0,4.0,20.0,2023-05-18,5,18,3,0,0,0,0,1,0,0,1,0,0
TXN_1067052,4.0,1.5,6.0,2023-02-18,2,18,5,0,0,0,0,0,0,1,0,1,1
TXN_1068317,3.0,3.0,9.0,2023-03-16,3,16,3,0,0,1,0,0,0,0,0,1,1
TXN_1072232,1.0,4.0,4.0,2023-01-07,1,7,5,0,0,0,0,1,0,0,0,1,0
TXN_1072678,2.0,3.0,6.0,2023-05-30,5,30,1,0,0,1,0,0,0,0,0,0,0
TXN_1072984,4.0,1.5,6.0,2023-01-11,1,11,2,0,0,0,0,0,0,1,0,1,0
TXN_1074435,1.0,2.0,2.0,2023-11-25,11,25,5,1,0,0,0,0,0,0,0,1,0
TXN_1075183,2.0,1.5,3.0,2023-01-09,1,9,0,0,0,0,0,0,0,1,1,0,1
TXN_1075446,4.0,1.0,4.0,2023-07-17,7,17,0,0,1,0,0,0,0,0,1,0,1
TXN_1075969,2.0,1.0,2.0,2023-08-13,8,13,6,0,1,0,0,0,0,0,0,1,1
TXN_1077060,3.0,2.0,6.0,2023-08-22,8,22,1,1,0,0,0,0,0,0,1,0,1
TXN_1077129,1.0,1.0,1.0,2023-09-12,9,12,1,0,1,0,0,0,0,0,0,1,0
TXN_1079239,1.0,4.0,4.0,2023-02-08,2,8,2,0,0,0,0,0,1,0,0,1,1
TXN_1079241,3.0,3.0,9.0,2023-07-16,7,16,6,0,0,1,0,0,0,0,0,1,1
TXN_1079844,2.0,5.0,10.0,2023-10-27,10,27,4,0,0,0,1,0,0,0,0,1,0
TXN_1080377,2.0,3.0,6.0,2023-04-08,4,8,5,0,0,0,0,0,0,0,0,0,1
TXN_1080432,2.0,5.0,10.0,2023-04-29,4,29,5,0,0,0,1,0,0,0,1,0,0
TXN_1082012,5.0,4.0,20.0,2023-01-04,1,4,2,0,0,0,0,0,1,0,1,0,0
TXN_1082421,1.0,5.0,5.0,2023-12-19,12,19,1,0,0,0,1,0,0,0,0,1,0
TXN_1082717,3.0,3.0,9.0,2023-12-13,12,13,2,0,0,1,0,0,0,0,0,1,0
TXN_1084010,2.0,4.0,8.0,2023-08-11,8,11,4,0,0,0,0,0,1,0,1,0,0
TXN_1084222,4.0,2.0,8.0,2023-06-03,6,3,5,1,0,0,0,0,0,0,0,1,0
TXN_1086324,3.0,3.0,9.0,2023-11-25,11,25,5,0,0,0,0,0,0,0,0,1,0
TXN_1088497,1.0,4.0,4.0,2023-07-05,7,5,2,0,0,0,0,1,0,0,0,1,1
TXN_1090854,3.0,1.0,3.0,2023-01-07,1,7,5,0,1,0,0,0,0,0,1,0,0
TXN_1091115,5.0,4.0,20.0,2023-11-04,11,4,5,0,0,0,0,1,0,0,0,0,1
TXN_1091243,2.0,4.0,8.0,2023-01-06,1,6,4,0,0,0,0,1,0,0,0,1,0
TXN_1093668,2.0,2.0,4.0,2023-05-18,5,18,3,1,0,0,0,0,0,0,0,1,1
TXN_1094145,3.0,1.0,3.0,2023-03-15,3,15,2,0,1,0,0,0,0,0,1,0,1
TXN_1094479,3.0,3.0,9.0,2023-06-08,6,8,3,0,0,0,0,0,0,0,0,1,0
TXN_1096690,5.0,4.0,20.0,2023-10-09,10,9,0,0,0,0,0,0,1,0,1,0,1
TXN_1097334,2.0,2.0,4.0,2023-03-21,3,21,1,1,0,0,0,0,0,0,1,0,1
TXN_1099119,4.0,4.0,16.0,2023-02-09,2,9,3,0,0,0,0,0,1,0,0,0,1
TXN_1101527,5.0,4.0,20.0,2023-04-20,4,20,3,0,0,0,0,0,1,0,0,1,0
TXN_1103883,5.0,1.0,5.0,2023-08-09,8,9,2,0,1,0,0,0,0,0,1,0,0
TXN_1104849,4.0,4.0,16.0,2023-07-05,7,5,2,0,0,0,0,0,1,0,0,1,1
TXN_1105589,5.0,2.0,10.0,2023-07-04,7,4,1,1,0,0,0,0,0,0,0,0,1
TXN_1108663,3.0,3.0,9.0,2023-08-16,8,16,2,0,0,1,0,0,0,0,0,0,1
TXN_1109715,1.0,3.0,3.0,2023-07-15,7,15,5,0,0,0,0,0,0,0,0,1,0
TXN_1116119,4.0,4.0,16.0,2023-08-07,8,7,0,0,0,0,0,0,1,0,0,1,0
TXN_1118799,4.0,4.0,16.0,2023-09-19,9,19,1,0,0,0,0,0,1,0,1,0,1
TXN_1120969,2.0,2.0,4.0,2023-04-15,4,15,5,1,0,0,0,0,0,0,1,0,1
TXN_1121833,4.0,2.0,8.0,2023-03-16,3,16,3,1,0,0,0,0,0,0,1,0,0
TXN_1122140,4.0,4.0,16.0,2023-06-19,6,19,0,0,0,0,0,1,0,0,0,0,0
TXN_1122699,5.0,5.0,25.0,2023-10-14,10,14,5,0,0,0,1,0,0,0,0,1,0
TXN_1122700,5.0,5.0,25.0,2023-11-09,11,9,3,0,0,0,1,0,0,0,0,1,0
TXN_1123138,1.0,5.0,5.0,2023-02-10,2,10,4,0,0,0,1,0,0,0,0,0,0
TXN_1123346,3.0,1.5,4.5,2023-07-31,7,31,0,0,0,0,0,0,0,1,0,1,0
TXN_1124311,1.0,1.0,1.0,2023-05-05,5,5,4,0,1,0,0,0,0,0,0,0,1
TXN_1124655,3.0,5.0,15.0,2023-10-23,10,23,0,0,0,0,1,0,0,0,0,0,0
TXN_1124753,4.0,5.0,20.0,2023-10-19,10,19,3,0,0,0,1,0,0,0,0,1,0
TXN_1124796,5.0,1.5,7.5,2023-10-28,10,28,5,0,0,0,0,0,0,1,1,0,0
TXN_1124900,4.0,4.0,16.0,2023-09-08,9,8,4,0,0,0,0,0,1,0,1,0,0
TXN_1128577,1.0,4.0,4.0,2023-11-23,11,23,3,0,0,0,0,1,0,0,0,1,0
TXN_1130142,1.0,1.0,1.0,2023-03-13,3,13,0,0,1,0,0,0,0,0,1,0,0
TXN_1130191,2.0,4.0,8.0,2023-04-06,4,6,3,0,0,0,0,0,1,0,0,0,0
TXN_1131785,1.0,4.0,4.0,2023-12-19,12,19,1,0,0,0,0,1,0,0,0,0,0
TXN_1132293,4.0,1.5,6.0,2023-07-05,7,5,2,0,0,0,0,0,0,1,0,1,0
TXN_1132566,3.0,3.0,9.0,2023-02-27,2,27,0,0,0,0,0,0,0,0,0,0,0
TXN_1133945,2.0,4.0,8.0,2023-10-23,10,23,0,0,0,0,0,0,1,0,0,1,0
TXN_1135215,3.0,4.0,12.0,2023-04-10,4,10,0,0,0,0,0,1,0,0,0,1,0
TXN_1135761,3.0,3.0,9.0,2023-01-30,1,30,0,0,0,0,0,0,0,0,0,1,0
TXN_1136554,3.0,4.0,12.0,2023-03-26,3,26,6,0,0,0,0,0,1,0,0,1,1
TXN_1139495,3.0,5.0,15.0,2023-02-19,2,19,6,0,0,0,1,0,0,0,0,1,1
TXN_1141920,4.0,2.0,8.0,2023-10-26,10,26,3,1,0,0,0,0,0,0,0,1,0
TXN_1142233,5.0,1.5,7.5,2023-09-01,9,1,4,0,0,0,0,0,0,1,0,1,1
TXN_1145592,1.0,3.0,3.0,2023-09-11,9,11,0,0,0,1,0,0,0,0,1,0,1
TXN_1145888,4.0,2.0,8.0,2023-01-26,1,26,3,1,0,0,0,0,0,0,0,0,0
TXN_1148060,5.0,1.0,5.0,2023-10-12,10,12,3,0,1,0,0,0,0,0,0,0,0
TXN_1148874,1.0,1.0,1.0,2023-09-18,9,18,0,0,1,0,0,0,0,0,1,0,0
TXN_1148945,1.0,2.0,2.0,2023-09-05,9,5,1,1,0,0,0,0,0,0,0,1,0
TXN_1149624,3.0,3.0,9.0,2023-09-14,9,14,3,0,0,0,0,0,0,0,0,0,1
TXN_1150033,5.0,3.0,15.0,2023-04-18,4,18,1,0,0,1,0,0,0,0,0,0,0
TXN_1151605,1.0,2.0,2.0,2023-05-02,5,2,1,1,0,0,0,0,0,0,0,1,1
TXN_1152249,3.0,4.0,12.0,2023-05-09,5,9,1,0,0,0,0,0,1,0,0,1,0
TXN_1153869,5.0,4.0,20.0,2023-11-03,11,3,4,0,0,0,0,0,1,0,1,0,1
TXN_1154979,3.0,2.0,6.0,2023-12-11,12,11,0,1,0,0,0,0,0,0,1,0,0
TXN_1157817,1.0,4.0,4.0,2023-04-25,4,25,1,0,0,0,0,0,1,0,0,1,0
TXN_1158197,2.0,2.0,4.0,2023-05-21,5,21,6,1,0,0,0,0,0,0,0,1,1
TXN_1158829,1.0,1.5,1.5,2023-10-02,10,2,0,0,0,0,0,0,0,1,1,0,0
TXN_1161606,5.0,4.0,20.0,2023-09-20,9,20,2,0,0,0,0,1,0,0,1,0,1
TXN_1165762,3.0,2.0,6.0,2023-10-22,10,22,6,1,0,0,0,0,0,0,1,0,0
TXN_1165779,4.0,1.0,4.0,2023-06-30,6,30,4,0,1,0,0,0,0,0,0,1,1
TXN_1169615,5.0,4.0,20.0,2023-03-16,3,16,3,0,0,0,0,0,1,0,0,1,0
TXN_1170198,4.0,1.5,6.0,2023-02-09,2,9,3,0,0,0,0,0,0,1,1,0,0
TXN_1170807,5.0,4.0,20.0,2023-09-15,9,15,4,0,0,0,0,0,1,0,0,1,0
TXN_1171080,3.0,4.0,12.0,2023-07-29,7,29,5,0,0,0,0,1,0,0,1,0,0
TXN_1171281,2.0,2.0,4.0,2023-02-06,2,6,0,1,0,0,0,0,0,0,0,1,1
TXN_1172121,5.0,2.0,10.0,2023-08-26,8,26,5,1,0,0,0,0,0,0,0,0,1
TXN_1173155,1.0,2.0,2.0,2023-03-14,3,14,1,1,0,0,0,0,0,0,0,0,0
TXN_1177438,4.0,5.0,20.0,2023-08-21,8,21,0,0,0,0,1,0,0,0,0,1,1
TXN_1180397,3.0,4.0,12.0,2023-04-05,4,5,2,0,0,0,0,0,1,0,1,0,1
TXN_1180623,5.0,4.0,20.0,2023-09-23,9,23,5,0,0,0,0,1,0,0,0,1,0
TXN_1180969,1.0,1.0,1.0,2023-01-06,1,6,4,0,1,0,0,0,0,0,0,1,0
TXN_1181626,4.0,1.0,4.0,2023-02-06,2,6,0,0,1,0,0,0,0,0,0,1,1
TXN_1183208,5.0,4.0,20.0,2023-08-26,8,26,5,0,0,0,0,0,1,0,0,1,1
TXN_1183212,4.0,3.0,12.0,2023-06-30,6,30,4,0,0,1,0,0,0,0,0,1,0
TXN_1183995,5.0,5.0,25.0,2023-03-28,3,28,1,0,0,0,1,0,0,0,0,1,1
TXN_1184377,1.0,3.0,3.0,2023-10-25,10,25,2,0,0,1,0,0,0,0,0,0,0
TXN_1184715,2.0,3.0,6.0,2023-09-10,9,10,6,0,0,0,0,0,0,0,0,1,1
TXN_1185003,5.0,3.0,15.0,2023-01-06,1,6,4,0,0,1,0,0,0,0,0,0,1
TXN_1185069,1.0,5.0,5.0,2023-02-21,2,21,1,0,0,0,1,0,0,0,0,1,1
TXN_1185156,4.0,4.0,16.0,2023-03-23,3,23,3,0,0,0,0,0,1,0,0,1,1
TXN_1186221,4.0,5.0,20.0,2023-04-21,4,21,4,0,0,0,1,0,0,0,0,0,1
TXN_1188551,2.0,2.0,4.0,2023-03-20,3,20,0,1,0,0,0,0,0,0,0,1,1
TXN_1188596,1.0,3.0,3.0,2023-10-24,10,24,1,0,0,1,0,0,0,0,0,0,1
TXN_1190151,5.0,3.0,15.0,2023-08-14,8,14,0,0,0,1,0,0,0,0,0,1,1
TXN_1190402,1.0,3.0,3.0,2023-12-01,12,1,4,0,0,0,0,0,0,0,1,0,1
TXN_1191068,1.0,5.0,5.0,2023-05-19,5,19,4,0,0,0,1,0,0,0,0,1,1
TXN_1191659,4.0,2.0,8.0,2023-11-21,11,21,1,1,0,0,0,0,0,0,1,0,0
TXN_1192009,1.0,2.0,2.0,2023-05-18,5,18,3,1,0,0,0,0,0,0,0,0,1
TXN_1192970,2.0,2.0,4.0,2023-06-17,6,17,5,1,0,0,0,0,0,0,0,1,1
TXN_1193221,3.0,1.5,4.5,2023-10-21,10,21,5,0,0,0,0,0,0,1,1,0,0
TXN_1193551,1.0,1.0,1.0,2023-01-07,1,7,5,0,1,0,0,0,0,0,0,1,1
TXN_1193809,3.0,1.5,4.5,2023-01-21,1,21,5,0,0,0,0,0,0,1,0,1,0
TXN_1196223,3.0,3.0,9.0,2023-10-14,10,14,5,0,0,1,0,0,0,0,0,1,0
TXN_1196324,4.0,1.5,6.0,2023-09-26,9,26,1,0,0,0,0,0,0,1,1,0,0
TXN_1196923,2.0,4.0,8.0,2023-04-27,4,27,3,0,0,0,0,0,1,0,0,1,1
TXN_1197536,3.0,5.0,15.0,2023-10-02,10,2,0,0,0,0,1,0,0,0,0,1,1
TXN_1199898,1.0,4.0,4.0,2023-10-26,10,26,3,0,0,0,0,0,1,0,1,0,1
TXN_1200795,1.0,4.0,4.0,2023-08-18,8,18,4,0,0,0,0,1,0,0,0,1,0
TXN_1203191,5.0,2.0,10.0,2023-10-12,10,12,3,1,0,0,0,0,0,0,0,1,0
TXN_1203954,1.0,4.0,4.0,2023-08-12,8,12,5,0,0,0,0,1,0,0,0,1,1
TXN_1204426,3.0,4.0,12.0,2023-01-16,1,16,0,0,0,0,0,1,0,0,1,0,0
TXN_1205020,5.0,1.5,7.5,2023-10-03,10,3,1,0,0,0,0,0,0,1,0,0,1
TXN_1205522,5.0,3.0,15.0,2023-12-26,12,26,1,0,0,0,0,0,0,0,0,1,0
TXN_1205610,2.0,1.0,2.0,2023-07-19,7,19,2,0,1,0,0,0,0,0,1,0,0
TXN_1205773,5.0,5.0,25.0,2023-01-27,1,27,4,0,0,0,1,0,0,0,0,0,1
TXN_1206585,2.0,1.5,3.0,2023-06-29,6,29,3,0,0,0,0,0,0,1,0,0,0
TXN_1208561,3.0,2.0,6.0,2023-08-19,8,19,5,1,0,0,0,0,0,0,1,0,1
TXN_1208926,4.0,1.0,4.0,2023-12-07,12,7,3,0,1,0,0,0,0,0,1,0,0
TXN_1209852,2.0,1.0,2.0,2023-11-18,11,18,5,0,1,0,0,0,0,0,1,0,0
TXN_1210058,5.0,1.5,7.5,2023-11-25,11,25,5,0,0,0,0,0,0,1,0,1,1
TXN_1210183,3.0,1.5,4.5,2023-01-23,1,23,0,0,0,0,0,0,0,1,0,1,0
TXN_1212652,3.0,3.0,9.0,2023-01-30,1,30,0,0,0,1,0,0,0,0,1,0,0
TXN_1213938,5.0,5.0,25.0,2023-07-06,7,6,3,0,0,0,1,0,0,0,0,1,1
TXN_1214868,4.0,3.0,12.0,2023-07-30,7,30,6,0,0,1,0,0,0,0,0,0,0
TXN_1216051,4.0,3.0,12.0,2023-10-28,10,28,5,0,0,0,0,0,0,0,0,1,1
TXN_1217810,1.0,1.0,1.0,2023-07-06,7,6,3,0,1,0,0,0,0,0,0,1,0
TXN_1217959,2.0,3.0,6.0,2023-07-28,7,28,4,0,0,1,0,0,0,0,0,1,1
TXN_1218016,3.0,1.5,4.5,2023-11-26,11,26,6,0,0,0,0,0,0,1,0,1,1
TXN_1220061,3.0,4.0,12.0,2023-09-03,9,3,6,0,0,0,0,1,0,0,0,1,0
TXN_1221777,3.0,2.0,6.0,2023-01-29,1,29,6,1,0,0,0,0,0,0,0,1,0
TXN_1221801,2.0,4.0,8.0,2023-06-17,6,17,5,0,0,0,0,0,1,0,0,1,1
TXN_1222338,1.0,1.0,1.0,2023-10-11,10,11,2,0,1,0,0,0,0,0,0,1,0
TXN_1223805,3.0,3.0,9.0,2023-07-04,7,4,1,0,0,1,0,0,0,0,0,0,0
TXN_1224087,5.0,2.0,10.0,2023-03-20,3,20,0,1,0,0,0,0,0,0,0,1,1
TXN_1225638,4.0,3.0,12.0,2023-05-28,5,28,6,0,0,0,0,0,0,0,0,0,1
TXN_1226662,1.0,5.0,5.0,2023-06-17,6,17,5,0,0,0,1,0,0,0,0,1,0
TXN_1227800,3.0,3.0,9.0,2023-02-19,2,19,6,0,0,1,0,0,0,0,0,0,1
TXN_1228474,4.0,4.0,16.0,2023-11-20,11,20,0,0,0,0,0,0,1,0,0,1,0
TXN_1228652,1.0,5.0,5.0,2023-07-24,7,24,0,0,0,0,1,0,0,0,0,0,0
TXN_1228888,1.0,1.0,1.0,2023-10-05,10,5,3,0,1,0,0,0,0,0,1,0,0
TXN_1228927,2.0,1.5,3.0,2023-11-28,11,28,1,0,0,0,0,0,0,1,1,0,1
TXN_1229376,3.0,3.0,9.0,2023-08-14,8,14,0,0,0,0,0,0,0,0,0,1,0
TXN_1230311,3.0,3.0,9.0,2023-08-14,8,14,0,0,0,1,0,0,0,0,0,1,0
TXN_1231366,3.0,4.0,12.0,2023-11-28,11,28,1,0,0,0,0,1,0,0,0,1,1
TXN_1231531,5.0,2.0,10.0,2023-07-24,7,24,0,1,0,0,0,0,0,0,0,1,0
TXN_1232346,5.0,5.0,25.0,2023-01-04,1,4,2,0,0,0,1,0,0,0,0,1,0
TXN_1234097,4.0,1.0,4.0,2023-12-04,12,4,0,0,1,0,0,0,0,0,0,0,0
TXN_1234390,2.0,3.0,6.0,2023-06-02,6,2,4,0,0,0,0,0,0,0,0,1,1
TXN_1234907,1.0,3.0,3.0,2023-05-02,5,2,1,0,0,1,0,0,0,0,1,0,0
TXN_1235828,4.0,1.5,6.0,2023-02-19,2,19,6,0,0,0,0,0,0,1,0,0,1
TXN_1235969,1.0,1.0,1.0,2023-07-08,7,8,5,0,1,0,0,0,0,0,0,1,1
TXN_1236759,1.0,2.0,2.0,2023-01-26,1,26,3,1,0,0,0,0,0,0,1,0,0
TXN_1236779,3.0,3.0,9.0,2023-12-29,12,29,4,0,0,1,0,0,0,0,1,0,0
TXN_1237674,3.0,1.5,4.5,2023-10-04,10,4,2,0,0,0,0,0,0,1,1,0,0
TXN_1239021,5.0,4.0,20.0,2023-09-15,9,15,4,0,0,0,0,1,0,0,1,0,0
TXN_1239876,2.0,4.0,8.0,2023-04-04,4,4,1,0,0,0,0,0,1,0,0,1,0
TXN_1240476,2.0,3.0,6.0,2023-04-20,4,20,3,0,0,1,0,0,0,0,0,1,1
TXN_1242840,1.0,4.0,4.0,2023-08-26,8,26,5,0,0,0,0,0,1,0,1,0,1
TXN_1243964,3.0,1.5,4.5,2023-12-01,12,1,4,0,0,0,0,0,0,1,1,0,1
TXN_1244299,2.0,4.0,8.0,2023-07-18,7,18,1,0,0,0,0,1,0,0,0,0,1
TXN_1244509,3.0,4.0,12.0,2023-02-21,2,21,1,0,0,0,0,0,1,0,1,0,0
TXN_1244593,5.0,5.0,25.0,2023-04-11,4,11,1,0,0,0,1,0,0,0,0,1,0
TXN_1244739,2.0,5.0,10.0,2023-09-13,9,13,2,0,0,0,1,0,0,0,1,0,1
TXN_1245485,1.0,3.0,3.0,2023-05-15,5,15,0,0,0,0,0,0,0,0,0,1,1
TXN_1247244,1.0,4.0,4.0,2023-12-27,12,27,2,0,0,0,0,1,0,0,0,1,0
TXN_1248167,1.0,4.0,4.0,2023-03-05,3,5,6,0,0,0,0,0,1,0,0,0,0
TXN_1248266,3.0,5.0,15.0,2023-10-14,10,14,5,0,0,0,1,0,0,0,1,0,0
TXN_1248436,4.0,3.0,12.0,2023-08-14,8,14,0,0,0,0,0,0,0,0,1,0,1
TXN_1249069,2.0,2.0,4.0,2023-01-22,1,22,6,1,0,0,0,0,0,0,0,1,0
TXN_1250407,1.0,1.0,1.0,2023-11-21,11,21,1,0,1,0,0,0,0,0,1,0,1
TXN_1251960,5.0,4.0,20.0,2023-11-20,11,20,0,0,0,0,0,1,0,0,0,1,1
TXN_1252575,1.0,1.5,1.5,2023-10-16,10,16,0,0,0,0,0,0,0,1,0,1,1
TXN_1253619,5.0,3.0,15.0,2023-05-25,5,25,3,0,0,1,0,0,0,0,0,1,0
TXN_1254663,3.0,2.0,6.0,2023-08-15,8,15,1,1,0,0,0,0,0,0,0,1,1
TXN_1255476,1.0,4.0,4.0,2023-08-28,8,28,0,0,0,0,0,0,1,0,1,0,1
TXN_1256513,4.0,2.0,8.0,2023-02-21,2,21,1,1,0,0,0,0,0,0,1,0,0
TXN_1256536,1.0,5.0,5.0,2023-12-16,12,16,5,0,0,0,1,0,0,0,0,1,1
TXN_1256851,4.0,4.0,16.0,2023-07-29,7,29,5,0,0,0,0,1,0,0,0,0,0
TXN_1259340,3.0,1.5,4.5,2023-02-24,2,24,4,0,0,0,0,0,0,1,0,1,1
TXN_1259671,3.0,4.0,12.0,2023-10-08,10,8,6,0,0,0,0,1,0,0,0,1,0
TXN_1259824,5.0,1.0,5.0,2023-04-29,4,29,5,0,1,0,0,0,0,0,0,1,1
TXN_1260517,5.0,4.0,20.0,2023-04-17,4,17,0,0,0,0,0,0,1,0,0,1,1
TXN_1261028,3.0,3.0,9.0,2023-10-27,10,27,4,0,0,1,0,0,0,0,0,1,0
